t	u	v	x	y
139.711	-0.265094	0.106289	0.106289	0.106289
140.499	-0.230314	0.103785	0.103785	0.103785
141.286	-0.189373	0.102359	0.102359	0.102359
142.484	-0.121911	0.102537	0.102537	0.102537
143.403	-0.0794343	0.104545	0.104545	0.104545
144.142	-0.0680537	0.106901	0.106901	0.106901
144.702	-0.0790197	0.10867	0.10867	0.10867
145.261	-0.103563	0.110073	0.110073	0.110073
145.997	-0.145796	0.111027	0.111027	0.111027
146.909	-0.198883	0.110614	0.110614	0.110614
147.656	-0.235612	0.109055	0.109055	0.109055
148.403	-0.262858	0.106633	0.106633	0.106633
149.252	-0.281051	0.103176	0.103176	0.103176
150.203	-0.285282	0.0989109	0.0989109	0.0989109
150.955	-0.277389	0.0956045	0.0956045	0.0956045
151.707	-0.260615	0.0926344	0.0926344	0.0926344
152.624	-0.229695	0.0897932	0.0897932	0.0897932
153.706	-0.181273	0.087985	0.087985	0.087985
154.789	-0.125301	0.0882345	0.0882345	0.0882345
155.879	-0.075142	0.0906349	0.0906349	0.0906349
156.606	-0.0606293	0.093096	0.093096	0.093096
156.964	-0.0629666	0.0943683	0.0943683	0.0943683
157.322	-0.0716624	0.0955685	0.0955685	0.0955685
157.783	-0.0902849	0.096891	0.096891	0.096891
158.348	-0.11992	0.0980159	0.0980159	0.0980159
158.913	-0.152065	0.0985046	0.0985046	0.0985046
159.659	-0.192452	0.0981639	0.0981639	0.0981639
160.586	-0.233159	0.0963641	0.0963641	0.0963641
161.513	-0.259377	0.0934419	0.0934419	0.0934419
162.464	-0.270001	0.089809	0.089809	0.089809
163.44	-0.264476	0.0859949	0.0859949	0.0859949
164.416	-0.243971	0.0826435	0.0826435	0.0826435
165.392	-0.210541	0.0802457	0.0802457	0.0802457
166.605	-0.154716	0.0792093	0.0792093	0.0792093
167.818	-0.0910874	0.0808248	0.0808248	0.0808248
168.103	-0.0776093	0.0816027	0.0816027	0.0816027
168.243	-0.0713154	0.0820348	0.0820348	0.0820348
168.383	-0.065496	0.0824975	0.0824975	0.0824975
168.564	-0.058873	0.0831336	0.0831336	0.0831336
168.785	-0.0523525	0.0839642	0.0839642	0.0839642
169.005	-0.0480237	0.0848382	0.0848382	0.0848382
169.29	-0.0461519	0.0859984	0.0859984	0.0859984
169.638	-0.0500507	0.0874085	0.0874085	0.0874085
169.986	-0.060184	0.0887296	0.0887296	0.0887296
170.393	-0.078092	0.0900675	0.0900675	0.0900675
170.859	-0.103387	0.0912341	0.0912341	0.0912341
171.324	-0.130757	0.0919552	0.0919552	0.0919552
172.14	-0.177242	0.0921238	0.0921238	0.0921238
172.955	-0.216361	0.0910212	0.0910212	0.0910212
173.794	-0.245308	0.0888511	0.0888511	0.0888511
174.656	-0.261604	0.0859141	0.0859141	0.0859141
175.519	-0.264309	0.0826838	0.0826838	0.0826838
176.381	-0.25428	0.0795691	0.0795691	0.0795691
177.505	-0.224002	0.0763061	0.0763061	0.0763061
178.628	-0.177086	0.0746163	0.0746163	0.0746163
179.752	-0.117667	0.0750934	0.0750934	0.0750934
180.608	-0.0695226	0.0771395	0.0771395	0.0771395
181.006	-0.0495937	0.0785819	0.0785819	0.0785819
181.403	-0.03437	0.0802791	0.0802791	0.0802791
182.069	-0.0278987	0.0834094	0.0834094	0.0834094
182.332	-0.0334183	0.0846399	0.0846399	0.0846399
182.595	-0.0429791	0.0857977	0.0857977	0.0857977
183.205	-0.0754416	0.0880344	0.0880344	0.0880344
183.815	-0.114195	0.0894726	0.0894726	0.0894726
184.493	-0.156985	0.0900616	0.0900616	0.0900616
185.237	-0.198414	0.0895696	0.0895696	0.0895696
185.981	-0.230827	0.0880829	0.0880829	0.0880829
186.809	-0.254703	0.085583	0.085583	0.085583
187.72	-0.265556	0.0822544	0.0822544	0.0822544
188.632	-0.261012	0.0788255	0.0788255	0.0788255
189.727	-0.237099	0.0752505	0.0752505	0.0752505
191.007	-0.186948	0.0727686	0.0727686	0.0727686
192.231	-0.120458	0.0729859	0.0729859	0.0729859
193.298	-0.0541245	0.0757693	0.0757693	0.0757693
193.6	-0.0364578	0.0770169	0.0770169	0.0770169
193.902	-0.0210978	0.0784446	0.0784446	0.0784446
194.31	-0.00758693	0.0805972	0.0805972	0.0805972
194.633	-0.00596119	0.0823841	0.0823841	0.0823841
194.763	-0.00790366	0.0831016	0.0831016	0.0831016
194.893	-0.0112739	0.0838065	0.0838065	0.0838065
195.139	-0.0210115	0.085082	0.085082	0.085082
195.384	-0.0341449	0.0862555	0.0862555	0.0862555
195.747	-0.0573617	0.0877505	0.0877505	0.0877505
196.226	-0.0911864	0.0892329	0.0892329	0.0892329
196.705	-0.125313	0.0901245	0.0901245	0.0901245
197.4	-0.171235	0.0904073	0.0904073	0.0904073
198.095	-0.209884	0.0896259	0.0896259	0.0896259
198.866	-0.242136	0.0877662	0.0877662	0.0877662
199.713	-0.263569	0.0848965	0.0848965	0.0848965
200.561	-0.27039	0.0815967	0.0815967	0.0815967
200.925	-0.269025	0.0801557	0.0801557	0.0801557
201.289	-0.265207	0.0787487	0.0787487	0.0787487
201.758	-0.256885	0.0770356	0.0770356	0.0770356
202.333	-0.241757	0.0751792	0.0751792	0.0751792
202.907	-0.221449	0.0736898	0.0736898	0.0736898
203.859	-0.177368	0.0723027	0.0723027	0.0723027
204.811	-0.121371	0.0726344	0.0726344	0.0726344
205.879	-0.047309	0.0755115	0.0755115	0.0755115
206.234	-0.0220478	0.0771155	0.0771155	0.0771155
206.472	-0.00611508	0.0783646	0.0783646	0.0783646
206.592	0.00121823	0.0790454	0.0790454	0.0790454
206.712	0.00784024	0.0797563	0.0797563	0.0797563
206.888	0.0156993	0.0808481	0.0808481	0.0808481
