t	u	v	x	y
57.4967	-0.0765389	0.16085	-0.172018	0.00464543
57.7534	-0.0981321	0.161866	-0.165214	0.0480425
58.0101	-0.118888	0.154692	-0.147637	0.0880656
58.2667	-0.137916	0.139829	-0.120485	0.122225
58.5824	-0.157716	0.112257	-0.0766241	0.153158
58.8981	-0.172273	0.0765009	-0.0252842	0.169148
59.1415	-0.178998	0.0451134	0.0162169	0.170132
59.3848	-0.181353	0.0120518	0.0567229	0.161016
59.6282	-0.178824	-0.0209891	0.0938279	0.142265
59.8716	-0.171181	-0.0521835	0.125307	0.114987
60.1149	-0.158248	-0.0796247	0.149276	0.0808918
60.3583	-0.140104	-0.101391	0.164328	0.0421381
60.6371	-0.113862	-0.117083	0.169554	-0.00491018
60.916	-0.0836295	-0.12089	0.161665	-0.0512642
61.1949	-0.0526627	-0.111771	0.141336	-0.0935041
61.4737	-0.0258052	-0.0903703	0.110148	-0.128639
61.6272	-0.0144947	-0.0741576	0.0891503	-0.143993
61.6461	-0.013259	-0.0719872	0.086402	-0.145671
61.6651	-0.0120056	-0.0697858	0.0836241	-0.1473
61.684	-0.0107741	-0.0675507	0.0808164	-0.148877
61.703	-0.00959501	-0.065281	0.0779791	-0.150403
61.722	-0.00846986	-0.0629781	0.0751133	-0.151877
61.7623	-0.0062171	-0.0579728	0.068922	-0.154837
61.8027	-0.00416053	-0.0528373	0.0626162	-0.157553
61.8431	-0.00229839	-0.047583	0.0562058	-0.16002
61.8835	-0.000627193	-0.0422217	0.0497009	-0.162233
61.9385	0.00135102	-0.0347626	0.0407019	-0.164833
61.9935	0.002995	-0.0271531	0.0315723	-0.166944
62.0485	0.00431435	-0.0194209	0.0223398	-0.168558
62.1036	0.00531416	-0.0115932	0.0130324	-0.169668
62.1586	0.00599775	-0.00369617	0.0036779	-0.170269
62.2696	0.00643401	0.0123424	-0.0152223	-0.169915
62.3806	0.00565976	0.0283526	-0.0339667	-0.167457
62.4916	0.00373843	0.0441376	-0.0523223	-0.162907
62.6026	0.000722307	0.0595105	-0.0700588	-0.156305
62.7136	-0.00332255	0.0742946	-0.0869523	-0.147723
62.8292	-0.00853472	0.0888884	-0.103418	-0.136791
62.9448	-0.0146727	0.102497	-0.118509	-0.123968
63.0604	-0.0216387	0.114967	-0.132017	-0.109434
63.176	-0.0293246	0.126166	-0.143757	-0.0933958
63.2916	-0.03762	0.135978	-0.153567	-0.0760859
63.5321	-0.0563207	0.151582	-0.167296	-0.0371317
63.7725	-0.0761858	0.160213	-0.171389	0.0038513
64.0129	-0.0963077	0.161599	-0.165621	0.0444436
64.2534	-0.115828	0.155804	-0.15036	0.0823227
64.4938	-0.134018	0.14318	-0.126519	0.115396
64.7529	-0.151186	0.122677	-0.0928262	0.143622
65.0121	-0.165101	0.0961027	-0.0529975	0.162405
65.2712	-0.175112	0.0648522	-0.00965054	0.170471
65.5303	-0.180506	0.0305872	0.0343413	0.167173
