t	u	v	x	y
12.5232	0.856928	0.090511	0.090511	0.090511
12.5627	0.815496	0.10819	0.10819	0.10819
12.5881	0.780785	0.119096	0.119096	0.119096
12.6046	0.751099	0.125878	0.125878	0.125878
12.6153	0.725098	0.130162	0.130162	0.130162
12.6226	0.701279	0.132992	0.132992	0.132992
12.6277	0.678911	0.134884	0.134884	0.134884
12.6315	0.656137	0.136257	0.136257	0.136257
12.6343	0.633017	0.137251	0.137251	0.137251
12.6365	0.60902	0.137992	0.137992	0.137992
12.6382	0.583192	0.138566	0.138566	0.138566
12.6396	0.555699	0.139009	0.139009	0.139009
12.6408	0.526298	0.139356	0.139356	0.139356
12.6419	0.487416	0.139683	0.139683	0.139683
12.6427	0.452291	0.139898	0.139898	0.139898
12.6436	0.407864	0.140097	0.140097	0.140097
12.6442	0.365445	0.140237	0.140237	0.140237
12.6448	0.314099	0.140362	0.140362	0.140362
12.6454	0.252456	0.140469	0.140469	0.140469
12.6461	0.180154	0.140555	0.140555	0.140555
12.6465	0.124293	0.140602	0.140602	0.140602
12.6468	0.0856842	0.140625	0.140625	0.140625
12.647	0.0556868	0.14064	0.14064	0.14064
12.6472	0.0256446	0.14065	0.14065	0.14065
12.6473	0.0146587	0.140653	0.140653	0.140653
12.6474	0.00699557	0.140655	0.140655	0.140655
12.6474	0.00218686	0.140656	0.140656	0.140656
12.6474	-0.000613357	0.140656	0.140656	0.140656
12.6474	-0.00340749	0.140657	0.140657	0.140657
12.6475	-0.00619529	0.140658	0.140658	0.140658
12.6475	-0.0166457	0.140659	0.140659	0.140659
12.6476	-0.0269862	0.140661	0.140661	0.140661
12.6477	-0.0371981	0.140662	0.140662	0.140662
12.6478	-0.0472633	0.140663	0.140663	0.140663
12.6481	-0.0818718	0.140662	0.140662	0.140662
12.6483	-0.113724	0.140657	0.140657	0.140657
12.6486	-0.142312	0.140647	0.140647	0.140647
12.6489	-0.16736	0.140634	0.140634	0.140634
12.6492	-0.188828	0.140618	0.140618	0.140618
12.65	-0.232257	0.140556	0.140556	0.140556
12.6505	-0.250345	0.140504	0.140504	0.140504
12.6511	-0.261829	0.140449	0.140449	0.140449
12.6517	-0.268956	0.140391	0.140391	0.140391
12.6522	-0.273136	0.140331	0.140331	0.140331
12.6528	-0.275433	0.14027	0.14027	0.14027
12.6534	-0.276699	0.140209	0.140209	0.140209
12.6542	-0.277705	0.140118	0.140118	0.140118
12.655	-0.278177	0.140027	0.140027	0.140027
12.6559	-0.278303	0.139935	0.139935	0.139935
12.6567	-0.278146	0.139843	0.139843	0.139843
12.6576	-0.277901	0.139752	0.139752	0.139752
12.6584	-0.277766	0.13966	0.13966	0.13966
12.6598	-0.277565	0.139508	0.139508	0.139508
12.6612	-0.277359	0.139356	0.139356	0.139356
12.6626	-0.277101	0.139204	0.139204	0.139204
12.664	-0.276823	0.139053	0.139053	0.139053
12.6654	-0.276554	0.138901	0.138901	0.138901
12.6733	-0.274986	0.138048	0.138048	0.138048
12.6812	-0.273567	0.137201	0.137201	0.137201
12.6891	-0.27212	0.13636	0.13636	0.13636
12.697	-0.270632	0.135524	0.135524	0.135524
12.7049	-0.269138	0.134695	0.134695	0.134695
12.7569	-0.259378	0.129468	0.129468	0.129468
12.8089	-0.249524	0.124493	0.124493	0.124493
12.8609	-0.239558	0.119776	0.119776	0.119776
13.001	-0.211984	0.108264	0.108264	0.108264
13.141	-0.183443	0.098651	0.098651	0.098651
13.281	-0.153986	0.0910479	0.0910479	0.0910479
13.421	-0.123637	0.0855345	0.0855345	0.0855345
13.6562	-0.0707769	0.0811384	0.0811384	0.0811384
13.7268	-0.0546684	0.0810429	0.0810429	0.0810429
13.7973	-0.0385575	0.0815155	0.0815155	0.0815155
13.8679	-0.0225525	0.0825543	0.0825543	0.0825543
13.9231	-0.010364	0.0837567	0.0837567	0.0837567
13.9783	0.00126886	0.0852886	0.0852886	0.0852886
14.0232	0.0100762	0.0867637	0.0867637	0.0867637
14.0681	0.0179369	0.0884263	0.0884263	0.0884263
14.113	0.0243827	0.0902501	0.0902501	0.0902501
14.1579	0.0288703	0.0921975	0.0921975	0.0921975
14.2028	0.0309547	0.0942198	0.0942198	0.0942198
14.2443	0.0309184	0.0961066	0.0961066	0.0961066
14.2672	0.0302483	0.0971474	0.0971474	0.0971474
14.2902	0.0293286	0.0981786	0.0981786	0.0981786
14.3132	0.0282887	0.0991983	0.0991983	0.0991983
14.3361	0.0272103	0.100206	0.100206	0.100206
14.3631	0.0259469	0.101368	0.101368	0.101368
14.39	0.0246979	0.102512	0.102512	0.102512
14.417	0.0234587	0.10364	0.10364	0.10364
14.4805	0.0205069	0.106215	0.106215	0.106215
14.5441	0.0175374	0.108697	0.108697	0.108697
14.6077	0.014535	0.111084	0.111084	0.111084
14.6945	0.0104363	0.114214	0.114214	0.114214
14.7813	0.00628564	0.117177	0.117177	0.117177
14.8681	0.00205084	0.119961	0.119961	0.119961
14.9549	-0.00226514	0.122561	0.122561	0.122561
15.0748	-0.00832128	0.125839	0.125839	0.125839
15.1946	-0.0144623	0.128751	0.128751	0.128751
15.3145	-0.0206684	0.131294	0.131294	0.131294
15.4344	-0.0269184	0.133463	0.133463	0.133463
15.7835	-0.0451829	0.13765	0.13765	0.13765
16.1326	-0.0632478	0.138663	0.138663	0.138663
16.4818	-0.080769	0.136564	0.136564	0.136564
16.8309	-0.0974457	0.131473	0.131473	0.131473
17.18	-0.113045	0.123561	0.123561	0.123561
17.6736	-0.132825	0.107985	0.107985	0.107985
18.1672	-0.149535	0.0878968	0.0878968	0.0878968
18.6607	-0.162554	0.0641289	0.0641289	0.0641289
19.0572	-0.169917	0.0430277	0.0430277	0.0430277
19.4536	-0.174128	0.0207735	0.0207735	0.0207735
19.85	-0.174833	-0.00197266	-0.00197266	-0.00197266
20.2465	-0.17161	-0.0244744	-0.0244744	-0.0244744
20.6429	-0.164212	-0.0459305	-0.0459305	-0.0459305
21.0739	-0.151005	-0.067055	-0.067055	-0.067055
21.5049	-0.132312	-0.08475	-0.08475	-0.08475
21.9359	-0.108072	-0.0978223	-0.0978223	-0.0978223
22.3668	-0.0785119	-0.105098	-0.105098	-0.105098
22.7978	-0.0444792	-0.105518	-0.105518	-0.105518
22.9388	-0.032713	-0.104009	-0.104009	-0.104009
23.0798	-0.0208183	-0.101666	-0.101666	-0.101666
23.2208	-0.00893127	-0.0984858	-0.0984858	-0.0984858
